label,text,first_col
irrelevant,other terpenesâ€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦..0.7 |,other terpenesâ€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦..0.7 
header,Specifications | Method | Value,Specifications 
irrelevant,Colour (Gardner) [undiluted] | ISO 4630 | max. 6,Colour (Gardner) [undiluted] 
viscosity,Viscosity at 25Â° C | DIN 53 019 | 300-400 mPa*s,Viscosity at 25Â° C 
irrelevant,"OH-Content | RÃœTGERS-Method | 1,7-2,2 %",OH-Content 
irrelevant,| Items | SNOWTEX 30,
irrelevant,1 | Appearance | Milky-white liquid,1 
solid_content,2 | Solid Content | 29.5%,2 
irrelevant,3 | Solid Volume | 55%,3 
ph,4 | pH | 8.0-10.0,4 
specific_gravity,5 | Specific gravity | 1.03,5 
viscosity,6 | Viscosity | Below 400cps,6 
particle_size,7 | Particle Size | 600nm,7 
header,PROPERTIES | UNITS | MICRON BARYTE 2050,PROPERTIES 
irrelevant,Brightness | % | 90 -94,Brightness 
density,Bulk Density | Gm/litre | 1290-1370,Bulk Density 
irrelevant,Oil Absorption | gm/100gm | 8-12,Oil Absorption 
irrelevant,Moisture (Ex-Work) | % | 0.0-0.2,Moisture (Ex-Work) 
ph,pH (10% Aq.Slurry) | - | 8.5-9.5,pH (10% Aq.Slurry) 
irrelevant,Residue on 500 mesh | % | 0.0 -0.2,Residue on 500 mesh 
irrelevant,-- | -- | --,-- 
irrelevant,Masstone | Tint | Product Code | Colorant Description | CI Pigment | Specific Gravity | % Composition by Weight | -- | -- | Light Fastness | -- | VOC*g/L,Masstone 
irrelevant,-- | -- | -- | -- | -- | -- | Prime Pigment Solids | Vehicle Solids | Volatiles | Mass | Tint | --,-- 
irrelevant,|--| 8100018 | Titanium White | PW 6 | 2.02 | 53.3 | 21.3 | 12.3 | 8 | 8 | 0,
irrelevant,|--| 8100422 | Magenta | PR 122 | 1.30 | 8.6 | 24.1 | 39.1 | 7 | 8 | 0,
irrelevant,|--| 8100825 | High Performance Red | Blend | 1.39 | 9.8 | 23.3 | 30.2 | 8 | 8 | 0,
irrelevant,|--| 8100836 | Organic Red | Blend | 1.31 | 11.1 | 27.1 | 34.8 | 8 | 8 | 0,
irrelevant,|--| 8101045 | Red Oxide | PR 101 | 1.97 | 57.4 | 22.3 | 17.3 | 8 | 8 | 0,
irrelevant,|--| 8101572 | Brown Oxide | Blend | 1.75 | 39.6 | 21.4 | 22.3 | 8 | 8 | 0,
irrelevant,|--| 8101810 | Yellow Oxide | PY 42 | 1.77 | 52.5 | 26.0 | 18.5 | 8 | 8 | 0,
irrelevant,|--| 8102009 | Raw Umber | PBr 7 | 1.52 | 22.5 | 23.8 | 27.3 | 8 | 8 | 0,
irrelevant,|--| 8102040 | Medium Yellow | Blend | 1.23 | 36.6 | 26.6 | 29.2 | 7 | 6 | 0,
irrelevant,|--| 8102501 | High Performance Yellow | Blend | 1.55 | 27.2 | 21.8 | 27.5 | 8 | 8 | 0,
irrelevant,|--| 8102551 | Organic Yellow | Blend | 1.32 | 16.4 | 26.1 | 30.7 | 7 | 6 | 0,
irrelevant,|--| 8105511 | Phthalo Green | PG 7 | 1.39 | 9.8 | 24.6 | 32.3 | 8 | 8 | 0,
irrelevant,|--| 8107214 | Phthalo Blue | PB 15:2 | 1.41 | 5.3 | 26.4 | 30.1 | 8 | 8 | 0,
irrelevant,|--| 8109907 | Black | PBk 7 | 1.34 | 6.9 | 23.7 | 37.1 | 8 | 8 | 0,
header,Test Name | Test Method | Lower Limit | Upper Limit,Test Name 
irrelevant,"WEIGHT PER LITRE | First of all set the temperature of sample to 250C . Then, Tare the weight of weight per litre cup and its lid to zero on weighing balance.After that fill the Cup with preset temperature sample and place the lid on to the cup until it was properly closed and extra sample also flow from the hole of the cup. Wash the cup with the help of rag so that extra sample pored from the lid of cup completely removed. The Weigh the Cup filled with sample and Note the reading on weighing scale. | 0.98 | 1.02",WEIGHT PER LITRE 
viscosity,REDUCED VISCOSITY (Sec) | Thin the Paint As Paint : 1Part & F851-0111 (NC Thinner):2P (By volume and Check on B4 cup at 25 Degrees | 65 | 75,REDUCED VISCOSITY (Sec) 
irrelevant,-- | -- | -- | --,-- 
irrelevant,"SMOOTHNESS TEST | Thin the Paint As Paint : 1 Part & F851-0111 (NC Thinner):2P (By volume) .Stir the sample to obtain a homogeneous mixture and leave to settle down bubbles in it. Pour the sample to glass panel which is held in Vertical postion till the glass panel is covered with sample. Leave the panel in vertical position in a rack and allow it to dry.After the panel dry, check the smoothness, clarity and bits free. | Must be clear | and grit free",SMOOTHNESS TEST 
header,Typical Property | Method | Unit | Value,Typical Property 
particle_size,"Particle size | Measured with ""Laser Diffraction Technique"" | Âµm | approx. 0.18",Particle size 
mfft,Minimum film forming temperature (MFFT) | DIN ISO 2115 | ËšC | 0,Minimum film forming temperature (MFFT) 
tg,Glass transition temperature (Tg) | DIN 53 765; DSC; heating rate 10 K/min | ËšC | approx. 11,Glass transition temperature (Tg) 
density,Density | SS-ISO 1675 | g/cm3 | approx. 1.07,Density 
irrelevant,"Film*Appearance |--| Slightly opaque, | soft, tough",Film*Appearance 
irrelevant,Film hardness |--| Ks | approx. 10,Film hardness 
header,Specification | Method | Unit | Value,Specification 
solid_content,Solids content | DIN ISO 3251 2h; 105ËšC | % | 54 â€“ 56,Solids content 
viscosity,| DIN EN ISO 2555; spindle nr.3; |--|,
viscosity,Brookfield viscosity | 20 rpm; 25ËšC; Brookfield viscometer RVT | mPa.s | 500 â€“ 2000,Brookfield viscosity 
ph,pH value | DIN ISO 976 |--| 4 â€“ 5,pH value 
header,äº§å“ç¼–å· PRODUCT NUMBER | è‰²æµ†åç§° COLORANT NAME | -- | é¢œæ–™ç´¢å¼•å· PIGMENT C.I. | æ¯”é‡ TYPICAL | %ä¸»ä½“é¢œæ–™ % PRIME PIGMENT | -- | %æº¶å‰‚å«é‡ % SOLVENTS | -- | %æ€»å›ºä½“ä»½ % TOTAL SOLIDS | -- | ç†è®ºVOC THEORETICAL VOC | --,äº§å“ç¼–å· PRODUCT NUMBER 
header,-- | -- | -- | -- | å…‹/æ¯«å‡ GMS./ML. | é‡é‡ BY WT. | ä½“ç§¯ BY VOL. | é‡é‡ BY WT. | ä½“ç§¯ BY VOL. | é‡é‡ BY WT. | ä½“ç§¯ BY VOL. | ç£…/åŠ ä»‘ LBS/GAL | å…‹/å‡ GMS./LIT.,-- 
irrelevant,5113 | äºŒèŠ³åŸºé»„ | Diaryl Yellow | PY83 | 1.064 | 23.3 | 17.0 | 32.5 | 39.9 | 67.5 | 60.1 | 3.0 | 360,5113 
irrelevant,5116 | é’’é…¸é“‹é»„ | Bismuth Vanadate Yellow | PY184 | 2.331 | 69.8 | 28.6 | 13.7 | 35.8 | 86.3 | 64.2 | 2.7 | 324,5116 
irrelevant,5149 | è€æ™’çº¢ | DPP Red | PR254 | 1.152 | 43.1 | 34.3 | 37.8 | 48.9 | 62.2 | 51.1 | 3.6 | 432,5149 
irrelevant,5166 | æœ‰æœºæ©™ | Organic Orange | P034 | 1.133 | 43.4 | 33.0 | 36.2 | 46.2 | 63.8 | 53.8 | 3.4 | 408,5166 
irrelevant,"Surface treatment | Al,O3, SiO2, ZrO2",Surface treatment 
irrelevant,Volatile constituents at 105 â„ƒ /% | < 0.5,Volatile constituents at 105 â„ƒ /% 
irrelevant,"Residue, 45um /% | < 0.01","Residue, 45um /% "
ph,pH | 6.0-9.0,pH 
irrelevant,"Resistivity, . m | 2 80","Resistivity, . m "
irrelevant,"Oil absorption, g/100g | < 18","Oil absorption, g/100g "
irrelevant,CIE L' | 2 98.0,CIE L' 
irrelevant,CIE b | < 1.0,CIE b 
specific_gravity,"Specific gravity, g/cm3 | 4.1","Specific gravity, g/cm3 "
header,Typical general characteristics | Inspection Method | Value,Typical general characteristics 
irrelevant,"Appearance |--| milky, white",Appearance 
ph,pH-Value at 25 Â°C | Indicator strips | 8 - 9,pH-Value at 25 Â°C 
header,Characteristic | print only method | Specification | -- | Unit,Characteristic 
irrelevant,short description | -- | Lower | Upper | --,short description 
solid_content,Solid content | _________________________________________________________________________________________________________________________________________________ PV06010 | 48 | 52 | %,Solid content 
ph,"pH-value | PV06012 | 6,0 | 9,0 | nounit",pH-value 
header,Property | Typical Value | Unit | Method1,Property 
solid_content,Non-Volatile Content | 70 Â± 1 | % |,Non-Volatile Content 
viscosity,Viscosity@ 25 degree C | Z1-Z3 | Gardner-Holdt |,Viscosity@ 25 degree C 
specific_gravity,Specific Gravity @ 25 degree C | 0.95 |--|,Specific Gravity @ 25 degree C 
Acid,Acid Value | 5-11 | mg KOH/ gm solids |,Acid Value 
irrelevant,Colour | 8 max | Gardner |,Colour 
irrelevant,"Clarity | Clear, free of particles |--|",Clarity 
irrelevant,Volatile Content | White Spirit |--|,Volatile Content 
irrelevant,Compatibility Drying Oils | Limited |--|,Compatibility Drying Oils 
irrelevant,Compatibility Long Oil Alkyd | Complete |--|,Compatibility Long Oil Alkyd 
irrelevant,Compatibility Medium Oil Alkyd | Limited |--|,Compatibility Medium Oil Alkyd 
irrelevant,Compatibility Short Oil Alkyd | None |--|,Compatibility Short Oil Alkyd 
irrelevant,Composition (non-volatile) Linseed Oil | 65 | % |,Composition (non-volatile) Linseed Oil 
irrelevant,Composition (non-volatile) Phthalic Anhydride | 24 | % |,Composition (non-volatile) Phthalic Anhydride 
irrelevant,Solubility Ethanol | Soluble |--|,Solubility Ethanol 
irrelevant,Solubility Ethyl Acetate | Soluble |--|,Solubility Ethyl Acetate 
irrelevant,Solubility Mineral Spirit | Soluble |--|,Solubility Mineral Spirit 
irrelevant,Solubility Toluene | Soluble |--|,Solubility Toluene 
irrelevant,Solubility Xylene | Soluble |--|,Solubility Xylene 
header,SALES SPECIFICATION |--| OTHER PROPERTIES |,SALES SPECIFICATION 
solid_content,"Non-volatile content, % ISO 3251 (150Â°C / 1gm / 1hr) | 64 - 66 | Volatile | MTO","Non-volatile content, % ISO 3251 (150Â°C / 1gm / 1hr) "
viscosity,"Viscosity in CPS at 25Â°C (Brookfield Viscometer) | 1700 - 2300 | Flash point, Â°C (ISO 3679) | 37",Viscosity in CPS at 25Â°C (Brookfield Viscometer) 
irrelevant,"Colour, Gardner scale (ISO 4630) | 5 | Density at 20Â°C (ISO 2811) | 0.93","Colour, Gardner scale (ISO 4630) "
Acid,"Acid value, mg KOH/g (ISO 2114) | 5 - 10 | Type of fatty acid | Linoleic","Acid value, mg KOH/g (ISO 2114) "
header,ITEM | Color quartz sands,ITEM 
irrelevant,CaCO3 | 98%,CaCO3 
irrelevant,CaO | 0.3%,CaO 
irrelevant,MgO | 0.21%,MgO 
irrelevant,MgCO3 | 0.60%,MgCO3 
header,Property | Unit | Grade: BJ30-40 | Grade: 50-60# | Grade: HS 40-80 | Grade: HS 80-120 | Grade :HS 150-200,Property 
particle_size,Particle size | Âµm | 425-600 | 800-1430 | 180-300 | 125-180 | 75-212,Particle size 
irrelevant,Pore Volume | Ml/g |--|  | 0.383 |--|,Pore Volume 
irrelevant,Oil Absorption Value | g/100g |--|  | ------ |--|,Oil Absorption Value 
irrelevant,Surface Treatment | ------ |--|  | white sand |--|,Surface Treatment 
irrelevant,"Drying Loss(105â„ƒ,2hr) | % |--|  | â‰¤0.5 |--|","Drying Loss(105â„ƒ,2hr) "
irrelevant,"Ignition Loss(1000â„ƒ,2hr) | % |--|  | â‰¤1.5 |--|","Ignition Loss(1000â„ƒ,2hr) "
ph,"PH Value(20â„ƒ,50g/l water) | ------ |--|  | 6~8 |--|","PH Value(20â„ƒ,50g/l water) "
irrelevant,SiO2 | 0.51%,SiO2 
irrelevant,Fe2O3 | 0.075%,Fe2O3 
irrelevant,Al2O3 | 0.052%,Al2O3 
irrelevant,Grav. tinct. Strength | [%] | 98-102,Grav. tinct. Strength 
density,Density | [g/cm3 ] | 1.15 - 1.22,Density 
irrelevant,Shade | dH (*) | +/- 0.4,Shade 
irrelevant,Purity | dC (*) | +/- 0.6,Purity 
irrelevant,Viscosity | [Pa*s] | 0.3-1.3,Viscosity 
density,Density | [g/cm3 ] | 1.17,Density 
ph,pH Value |--| ca. 8.0,pH Value 
irrelevant,Pigment Content | [%] | 41(**),Pigment Content 
solid_content,Total Solid | [%] | 62,Total Solid 
irrelevant,Glycols | [%] | (Polyglycol included),Glycols 
irrelevant,Water | [%] | 38,Water 
irrelevant,| to Light | to Weathering,
irrelevant,| Daylight (DIN EN ISO 105-B01) [Scale 1-8] | 12 month middle Europe (DIN EN ISO 105-A02) [Scale 1-5],
irrelevant,Deep Shade | 7 | 4,Deep Shade 
irrelevant,1/25 SD | 6-7 | 3,1/25 SD 
header,TEST | METHOD | SPECIFICATION,TEST 
irrelevant,Appearance | Visual | Clear and free from suspended matter,Appearance 
irrelevant,"Ethyl Acetate, wt % | G.C. | 99.7 Min","Ethyl Acetate, wt % "
irrelevant,"Ethanol, wt % | G.C. | 0.2 Max","Ethanol, wt % "
irrelevant,"Color, Pt-Co | ASTM D1209 | 10 Max","Color, Pt-Co "
irrelevant,"Water, wt % | ASTM D1364 | 0.05 Max","Water, wt % "
Acid,"Acidity, wt % | ASTM D1613 | 0.01 Max","Acidity, wt % "
specific_gravity,Specific Gravity @ 20/20 ÂºC | ASTM D4052 | Report,Specific Gravity @ 20/20 ÂºC 
irrelevant,-- |--| --,-- 
header,Property | Value Unit | Method,Property 
irrelevant,Solvent | SOLVESSOÂ® 100 |,Solvent 
tg,Glass transition temperature (Tg) | 24 | DIN EN ISO 11357-1,Glass transition temperature (Tg) 
solid_content,Solid content | 45 % | DIN EN ISO 3251,Solid content 
viscosity,"Dynamic viscosity | 2,000 mPas | DIN EN ISO 3219 (Brookfield LVT, Sp3, 6 Upm)",Dynamic viscosity 
viscosity,Viscosity number | 40 cm3/g | DIN EN ISO 1628-1,Viscosity number 
moleuclar_wt,"Molecular weight (Mw) | 80,000 g/mol | DIN 55672-1",Molecular weight (Mw) 
density,Density | 0.97 g/cm3 | DIN EN ISO 12185,Density 
irrelevant,Flash point | 39 | DIN EN ISO 13736,Flash point 
irrelevant,"Packaging | Steel drums with interior lacquer coating, 180 kg net",Packaging 
irrelevant,Storage | Keeps for 1 year if stored tightly closed in a cool place,Storage 
irrelevant,Application | Suggested Concentration % (w/w),Application 
irrelevant,Polymer Emulsions | 0.1â€“0.25,Polymer Emulsions 
irrelevant,Paints | 0.1â€“0.25,Paints 
irrelevant,Mineral Slurries | 0.1â€“0.25,Mineral Slurries 
irrelevant,Adhesives | 0.1â€“0.25,Adhesives 
irrelevant,distributor) | Specification of the supplier | -- | -- | -- | -- | --,distributor) 
header,Test | Method | Units | Average value | Lower limit | Upper limit | Remarks,Test 
irrelevant,|--|  |--|  |--|,
header,Test | Method | Units | Average value | Lower limit | Upper limit | Remarks,Test 
irrelevant,Gel Part on 150 Âµ |--| ppm |--| 0 | 50 |,Gel Part on 150 Âµ 
irrelevant,Gel part on 45 Âµ |--| ppm |--| 0 | 100 |,Gel part on 45 Âµ 
ph,pH |--|  |--| 7.70 | 8.70 |,pH 
solid_content,"Solids Content | % / Oven, 150Â°C, 0.6g, 20min | % / Oven, 150Â°C, 0.6g, 20min | 45.50 | 45.00 | 46.00 |",Solids Content 
viscosity,"Viscosity Brookfield | cP / LV, Spindle #3, 60 rpm, 25Â°C | cP / LV, Spindle #3, 60 rpm, 25Â°C |--| 50 | 800 | broad specs due to technical limits supplier",Viscosity Brookfield 
irrelevant,"Contamination (powders) | 0.1-0.5 g direct plating on TSA and MEA plates | colonies/g | 0 | 0 | 100 for bacteria/yeast, 50 for funghi | BA MB SOP",Contamination (powders) 
irrelevant,-- | -- | -- | -- | -- | -- | 4 5S,-- 
irrelevant,-- | -- | -- | -- | -- | -- | Bioburden,-- 
irrelevant,-- | -- | -- | -- | -- | -- | powder,-- 
irrelevant,-- | and incubation at | -- | -- | -- | -- | material,-- 
irrelevant,-- | 30â°C for |--|  |--| -- |,-- 
irrelevant,-- | bacteria and 23â°C for fungi |--|  |--|  |,-- 
irrelevant,Contamination (liquids) | Dipslide or | colonies/g |--|  | 0 | BA MB SOP,Contamination (liquids) 
irrelevant,-- | direct plating on agar |--| 0 | 0 | -- | 1.2 - Agar Streak,-- 
irrelevant,Architectural coatings |,Architectural coatings 
irrelevant,Wood and furniture coatings |,Wood and furniture coatings 
irrelevant,Automotive coatings |,Automotive coatings 
irrelevant,Can coatings |,Can coatings 
irrelevant,Protective coatings |,Protective coatings 
irrelevant,Leather finishes |,Leather finishes 
irrelevant,Aqueous adhesives |--| --,Aqueous adhesives 
irrelevant,Epoxy systems |--|,Epoxy systems 
irrelevant,PUR systems |--|,PUR systems 
irrelevant,"Appearance | Golden, semi viscous liquid",Appearance 
irrelevant,Odour | Characteristic,Odour 
density,Density | ca. 1.060g/ml,Density 
ph,pH | Ca. 7.50,pH 
irrelevant,Active Content | Propiconazole 31.25g/L IPBC 31.25g/L Permethrin 31.25g/L,Active Content 
irrelevant,-- | --,-- 
irrelevant,Classification | H302 : Harmful if swallowed. H318 : Causes serious eye damage. H317 : May cause allergic reaction. H373 : May cause damage to organs (Larynx) through prolonged or repeated exposure. H410 : Very toxic to aquatic life with long lasting effects.,Classification 
irrelevant,Signal Word | Danger,Signal Word 
irrelevant,Pictograms |,Pictograms 
irrelevant,"Appearance | Clear, colourless liquid",Appearance 
irrelevant,Odour | Characteristic,Odour 
density,Density | ca. 1.005g/ml,Density 
ph,pH | Ca. 7.00,pH 
irrelevant,Active Content | Propiconazole 2.5g/L IPBC 2.5g/L Permethrin 2.5g/L,Active Content 
irrelevant,-- | --,-- 
irrelevant,Classification | H319 : Causes serious eye irritation.,Classification 
irrelevant,"-- | H410 : Very toxic to aquatic life with long lasting effects. EUH208 : Contains Propiconazole,",-- 
irrelevant,"-- | Permethrin, IPBC & 1,2- Benzisothiazol-3(2H)-one. May cause an allergic skin reaction.",-- 
irrelevant,Signal Word | Warning,Signal Word 
irrelevant,Pictograms |,Pictograms 
irrelevant,Component | Amount,Component 
irrelevant,Presta MUP D93 | 80 Litres,Presta MUP D93 
irrelevant,"1,2-Benzisothiazol-3(2H)-one (10%) | 1.0 Kg","1,2-Benzisothiazol-3(2H)-one (10%) "
irrelevant,Silicon Anti-Foam | 0.2 Kg,Silicon Anti-Foam 
irrelevant,Water | 920 Litres,Water 
irrelevant,-- | --,-- 
irrelevant,Use | For use on timber in use class 1 â€“ 3 Indoor timbers. Outdoor timber not subject to weathering. Outdoor subject to weathering.* (*- Outdoor timber subject to weathering must be over coated. We recommend a weather proof undercoat and top coat).,Use 
irrelevant,Application | Low pressure spray or brush application,Application 
irrelevant,Application Rate | 160 - 200ml/m2 : Preventative fungicide & insecticide.,Application Rate 
irrelevant,-- | 300ml/m2 Preventative fungicide & curative insecticide.,-- 
irrelevant,Coverage | 1L treats 3.3m2 to 6.25m 2 of timber,Coverage 
irrelevant,"Drying | Product is touch dry in 1 hour depending on wood and ambient conditions. Unprotected persons and animals should be excluded from the area being treated and should remain excluded until surfaces are dry, which may vary depending on climatic conditions.",Drying 
irrelevant,Finish | None. As water or solvent,Finish 
irrelevant,Over-coating | Wood can be over coated after 24 hours if dry.,Over-coating 
irrelevant,Clean up | Remove most of product from brush with tissue and wash brush with soap and water,Clean up 
irrelevant,Disposal | Waste product should be disposed of at a hazardous waste collection point. Empty container should be disposed of as normal household or industrial waste.,Disposal 
irrelevant,Storage | Protect from frost and below 40o c. Store in a safe place away from food or feed stuffs.,Storage 
header,Property | Value | Unit | Method*,Property 
solid_content,Solids Content | 50 | % |,Solids Content 
ph,"pH Value | 7,5 |--|",pH Value 
viscosity,Viscosity | 7000 | mPa s |,Viscosity 
tg,Glass Transition Temperature | 22 | Â°C |,Glass Transition Temperature 
density,"Density | 1,04 | g/cmÂ³ |",Density 
particle_size,"Mean Particle Size | 0,1 | Âµm |",Mean Particle Size 
mfft,Minimum Film-Forming Temperature | 18 | Â°C |,Minimum Film-Forming Temperature 
irrelevant,Tensile Strength | 8 | N/mmÂ² |,Tensile Strength 
header,Material | Quantity,Material 
irrelevant,No records |,No records 
header,Items | Spec. | Results | Test Method,Items 
irrelevant,Lot_No |--| 1170215411 |,Lot_No 
irrelevant,Grade |--| A201A |,Grade 
irrelevant,Appearance | Colorless | Colorless | Visual,Appearance 
irrelevant,"Purity, wt% | â‰§99.60 | 99.85 | GC Method","Purity, wt% "
irrelevant,"Water, wt% | â‰¦0.300 | 0.111 | ASTM D 1364","Water, wt% "
irrelevant,"Color, APHA | â‰¦10 | 5 | ASTM D 1209","Color, APHA "
irrelevant,"Permanganate Test, minutes | >120 | >120 | ASTM D 1363","Permanganate Test, minutes "
specific_gravity,Specific Gravity(20/20â„ƒ) | 0.790 - 0.793 | 0.791 | ASTM D 4052,Specific Gravity(20/20â„ƒ) 
irrelevant,Water Solubility Water Solubility | Pass Pass | Pass Pass | ASTM D 1722 ASTM D 1722,Water Solubility Water Solubility 
Acid,"Acidity(As Acetic Acid), wt% | â‰¦0.0020 | 0.0007 | ASTM D 1613","Acidity(As Acetic Acid), wt% "
solid_content,"Non-volatile Matter, g/100 ml | â‰¦0.0020 | 0.0007 | ASTM D 1353","Non-volatile Matter, g/100 ml "
irrelevant,"Dist.Range,(including56.1â„ƒ) | â‰¦1.0 | 0.4 | ASTM D 1078","Dist.Range,(including56.1â„ƒ) "
irrelevant,"Quantity |--| 17,970KG |",Quantity 
irrelevant,Grav. tinct. Strength | [%] | 95-105,Grav. tinct. Strength 
irrelevant,Shade | dH (*) | +/- 0.5,Shade 
irrelevant,Purity | dC (*) | +/- 0.8,Purity 
viscosity,Viscosity | [cP] | 1.0-2.5,Viscosity 
irrelevant,Pigment Content | [%] | 19,Pigment Content 
solid_content,Total Solid | [%] | 45,Total Solid 
irrelevant,Solvent | [%] | 55,Solvent 
irrelevant,Full Shade | 7-8d | 4d,Full Shade 
irrelevant,1/25 SD | 8 | 4-5,1/25 SD 
irrelevant,Appearanceï¼š | White non-regular flake,Appearanceï¼š 
irrelevant,Odourï¼š | Of isopropanol,Odourï¼š 
irrelevant,Specific weight (g/cm3) | 1.65~1.67 (in water),Specific weight (g/cm3) 
irrelevant,Volatile content (wt%) | 33~37%,Volatile content (wt%) 
solid_content,Solids content(wt%) | 63~67%,Solids content(wt%) 
solid_content,Solids content (Volumn %) | 50~60%,Solids content (Volumn %) 
irrelevant,VOC content(wt%) | 28~32%,VOC content(wt%) 
irrelevant,Water content(wt%) | â‰¦ 5%,Water content(wt%) 
irrelevant,Nitrogen content(%) | 11.5~12.2%,Nitrogen content(%) 
irrelevant,Ignition point (Â°C) | â‰§ 180â„ƒ,Ignition point (Â°C) 
header,Specification | Viscosity (sec) | Acidity (%) | Packaging,Specification 
irrelevant,RS 1/32 sec(10-15 cps) | Below 1.0 | Below 0.05% | 120 kg,RS 1/32 sec(10-15 cps) 
irrelevant,RS1/16 sec | 1.0~1.6 | Below 0.05% | 120 kg,RS1/16 sec 
irrelevant,RS 1/8 sec | 1.6~2.9 | Below 0.04% | 120 kg,RS 1/8 sec 
irrelevant,RS 18-25 cps | 1.6~2.2 | Below 0.04% | 120 kg,RS 18-25 cps 
irrelevant,RS 30-35 cps | 2.65~3.1 | Below 0.04% | 120 kg,RS 30-35 cps 
irrelevant,RS 1/4 sec | 3.0~5.9 | Below 0.04% | 120 kg,RS 1/4 sec 
irrelevant,RS 1/4 H sec | 6.0~9.0 | Below 0.04% | 120 kg,RS 1/4 H sec 
irrelevant,RS 1/2 sec | 3.0~5.0 | Below 0.03% | 120 kg,RS 1/2 sec 
irrelevant,RS 1 sec | 5.1~9.0 | Below 0.03% | 120 kg,RS 1 sec 
irrelevant,RS 5~6 sec | 4.5~6.5 | Below 0.03% | 100 kg,RS 5~6 sec 
irrelevant,RS 10~15 sec | 10~15 | Below 0.03% | 100 kg,RS 10~15 sec 
irrelevant,RS 15~20 sec | 15~20 | Below 0.03% | 100 kg,RS 15~20 sec 
irrelevant,RS 30~40 sec | 30~40 | Below 0.03% | 100 kg,RS 30~40 sec 
irrelevant,RS 60~80 sec | 60~80 | Below 0.03% | 100 kg,RS 60~80 sec 
irrelevant,RS 120 sec | 110~140 | Below 0.03% | 100 kg,RS 120 sec 
irrelevant,RS 150 sec | 140~170 | Below 0.03% | 100 kg,RS 150 sec 
irrelevant,RS 300 sec | 220~350 | Below 0.03% | 100 kg,RS 300 sec 
irrelevant,RS 500 sec | 450~550 | Below 0.03% | 100 kg,RS 500 sec 
irrelevant,RS 800 sec | 600~1000 | Below 0.03% | 100 kg,RS 800 sec 
irrelevant,RS 1200 sec | 1000~1500 | Below 0.03% | 100 kg,RS 1200 sec 
irrelevant,RS 2000 sec | 1500~2400 | Below 0.03% | 100 kg,RS 2000 sec 
header,Grades | Application,Grades 
irrelevant,RS 1/32â€ (10-15 cps) | Lacquers for wood and paper where the,RS 1/32â€ (10-15 cps) 
irrelevant,RS 1/16â€ | highest solid content is desired.,RS 1/16â€ 
irrelevant,RS 1/8â€ |,RS 1/8â€ 
irrelevant,RS18-25cps | --,RS18-25cps 
irrelevant,"RS 30-35 cps | Lacquers for wood, paper and toiletry where high solid content is called for, e.g.",RS 30-35 cps 
irrelevant,RS 1/4â€ | --,RS 1/4â€ 
irrelevant,"RS 1/4â€H | spraying lacquers, wood finish, paper coating and nail polishes.",RS 1/4â€H 
irrelevant,"RS 1/2â€ | Widely used in low viscosity coating material. Specifically used in car coatings, furniture, wooden articles, pencil & paper coatings, nail polishes, adhesive agent and raw material of printing ink.",RS 1/2â€ 
irrelevant,-- | --,-- 
irrelevant,-- | When used in spray painting the hardness is adequate and long lasting.,-- 
irrelevant,"RS 1â€ | Application is similar to the 1/2â€, more durability and higher viscosity",RS 1â€ 
irrelevant,"RS 5â€~ 6â€ | finishes for leather, pharmaceutical",RS 5â€~ 6â€ 
irrelevant,"RS 10â€~15â€ | collodions, protective finishes for metal,",RS 10â€~15â€ 
irrelevant,RS 15â€~20â€ | fabric and leather.,RS 15â€~20â€ 
irrelevant,RS 30â€~40â€ |,RS 30â€~40â€ 
irrelevant,RS 60â€~80â€ | For higher viscosity painting and coating,RS 60â€~80â€ 
irrelevant,"RS 120â€ ã€RS 150â€ | material mostly used on leather, metal,",RS 120â€ ã€RS 150â€ 
irrelevant,"RS 300â€ | wooden article lacquers, also used on wax",RS 300â€ 
irrelevant,"RS 500â€ | paper, photo filmï¼Œfluorescent light coating",RS 500â€ 
irrelevant,RS 800â€ | and glue agents.,RS 800â€ 
irrelevant,RS1200â€ |,RS1200â€ 
irrelevant,RS 2000â€ |,RS 2000â€ 
header,NAME OF INDEX | SPECIFICATIONS,NAME OF INDEX 
irrelevant,"Alcohol content (chemical method: dehydration), % | 22 min.","Alcohol content (chemical method: dehydration), % "
irrelevant,-- |,-- 
irrelevant,Appearance | Clear liquid,Appearance 
irrelevant,Color | From colorless to pale yellow,Color 
irrelevant,Refractive Index at 25Â°C | 1.4700 â€“ 1.4800,Refractive Index at 25Â°C 
irrelevant,"Water, % | 1% max.","Water, % "
specific_gravity,Specific gravity (20 deg C) | 0.8600-0.8800,Specific gravity (20 deg C) 
Acid,"Acid Value, max | 1.0","Acid Value, max "
irrelevant,Miscibility | Miscible in almost normally solvent.,Miscibility 
irrelevant,-- | Immiscible in water.,-- 
irrelevant,Ash Content | Nil,Ash Content 
header,Property | Value | -- | Units | Method SBM * | ISO,Property 
solid_content,Non-volatileså›ºä½“ä»½ | 59 â€“ 61 | -- | % | 001G** | 3251,Non-volatileså›ºä½“ä»½ 
Acid,Acid value (as such) | 2.0 â€“ 5.0 | -- | mgKOH/g | 303A | 3682,Acid value (as such) 
